,customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_class,Segment,top_1000
408,1315,5,8,2216.97,4,4,2,442,Loyal Customers,Yes
409,1318,7,7,3500.7400000000007,4,3,3,433,Loyal Customers,Yes
410,1326,10,6,3581.0000000000005,4,3,3,433,Loyal Customers,Yes
411,1328,0,7,5351.58,4,3,4,434,Loyal Customers,Yes
412,1345,43,6,5170.950000000001,3,3,4,334,Loyal Customers,Yes
413,1349,43,6,1905.1600000000003,3,3,2,332,Loyal Customers,Yes
414,1361,28,6,2536.58,3,3,2,332,Loyal Customers,Yes
415,1363,24,7,2744.3399999999997,3,3,2,332,Loyal Customers,Yes
416,1367,11,7,2760.2800000000007,4,3,2,432,Loyal Customers,Yes
417,1374,39,8,5196.33,3,4,4,344,Loyal Customers,Yes
418,1378,12,6,4881.549999999999,4,3,4,434,Loyal Customers,Yes
419,1384,36,6,3307.4800000000005,3,3,3,333,Loyal Customers,Yes
420,1388,19,6,3792.12,3,3,3,333,Loyal Customers,Yes
421,1398,36,7,5649.829999999999,3,3,4,334,Loyal Customers,Yes
422,1402,40,8,3067.579999999999,3,4,3,343,Loyal Customers,Yes
423,1405,33,11,2281.9900000000002,3,4,2,342,Loyal Customers,Yes
424,1406,28,6,2396.6999999999994,3,3,2,332,Loyal Customers,Yes
425,1411,35,6,4268.320000000001,3,3,4,334,Loyal Customers,Yes
426,1413,3,6,3277.86,4,3,3,433,Loyal Customers,Yes
427,1423,24,6,3233.0899999999997,3,3,3,333,Loyal Customers,Yes
428,1432,33,6,3727.0600000000004,3,3,3,333,Loyal Customers,Yes
429,1435,33,7,5393.83,3,3,4,334,Loyal Customers,Yes
430,1440,19,6,6362.469999999999,3,3,4,334,Loyal Customers,Yes
431,1443,44,10,5004.26,3,4,4,344,Loyal Customers,Yes
432,1445,6,6,3423.12,4,3,3,433,Loyal Customers,Yes
433,1446,10,7,4495.52,4,3,4,434,Loyal Customers,Yes
434,1450,42,7,2959.59,3,3,3,333,Loyal Customers,Yes
435,1461,18,7,5805.92,4,3,4,434,Loyal Customers,Yes
436,1467,13,7,1825.83,4,3,2,432,Loyal Customers,Yes
437,1470,1,7,3512.72,4,3,3,433,Loyal Customers,Yes
438,1478,1,7,3605.3900000000003,4,3,3,433,Loyal Customers,Yes
439,1481,20,8,2551.05,3,4,2,342,Loyal Customers,Yes
440,1483,29,8,4273.540000000001,3,4,4,344,Loyal Customers,Yes
441,1493,20,10,6117.05,3,4,4,344,Loyal Customers,Yes
442,1502,26,9,6209.68,3,4,4,344,Loyal Customers,Yes
443,1515,8,7,2314.6000000000004,4,3,2,432,Loyal Customers,Yes
444,1517,28,11,5878.150000000001,3,4,4,344,Loyal Customers,Yes
445,1524,37,8,2724.5199999999995,3,4,2,342,Loyal Customers,Yes
446,1527,41,8,3855.9300000000003,3,4,3,343,Loyal Customers,Yes
447,1531,42,7,3839.1799999999994,3,3,3,333,Loyal Customers,Yes
448,1532,3,6,2827.6600000000003,4,3,3,433,Loyal Customers,Yes
449,1537,26,9,5101.55,3,4,4,344,Loyal Customers,Yes
450,1545,2,7,2637.4699999999993,4,3,2,432,Loyal Customers,Yes
451,1549,3,7,2924.48,4,3,3,433,Loyal Customers,Yes
452,1550,42,6,3172.63,3,3,3,333,Loyal Customers,Yes
453,1551,22,7,5171.89,3,3,4,334,Loyal Customers,Yes
454,1554,20,7,5636.08,3,3,4,334,Loyal Customers,Yes
455,1561,43,8,6918.89,3,4,4,344,Loyal Customers,Yes
456,1570,33,9,5321.299999999999,3,4,4,344,Loyal Customers,Yes
457,1576,37,7,4521.35,3,3,4,334,Loyal Customers,Yes
458,1577,12,7,3677.0,4,3,3,433,Loyal Customers,Yes
459,1578,16,7,6165.099999999999,4,3,4,434,Loyal Customers,Yes
460,1579,40,10,8102.62,3,4,4,344,Loyal Customers,Yes
461,1581,36,8,2944.09,3,4,3,343,Loyal Customers,Yes
462,1585,37,8,3461.6500000000005,3,4,3,343,Loyal Customers,Yes
463,1586,16,6,4154.0199999999995,4,3,4,434,Loyal Customers,Yes
464,1588,32,7,3628.26,3,3,3,333,Loyal Customers,Yes
465,1589,11,6,6738.659999999999,4,3,4,434,Loyal Customers,Yes
466,1591,29,11,5968.91,3,4,4,344,Loyal Customers,Yes
467,1597,25,11,8710.7,3,4,4,344,Loyal Customers,Yes
468,1611,41,12,5450.340000000001,3,4,4,344,Loyal Customers,Yes
469,1613,41,8,3512.0299999999997,3,4,3,343,Loyal Customers,Yes
470,1616,23,7,6150.249999999999,3,3,4,334,Loyal Customers,Yes
471,1623,2,6,3362.550000000001,4,3,3,433,Loyal Customers,Yes
472,1627,24,8,4834.08,3,4,4,344,Loyal Customers,Yes
473,1629,1,7,6051.870000000001,4,3,4,434,Loyal Customers,Yes
474,1639,30,6,4428.509999999999,3,3,4,334,Loyal Customers,Yes
475,1643,38,8,4244.32,3,4,4,344,Loyal Customers,Yes
476,1644,22,7,4938.15,3,3,4,334,Loyal Customers,Yes
477,1646,26,7,4487.5199999999995,3,3,4,334,Loyal Customers,Yes
478,1663,13,6,2991.52,4,3,3,433,Loyal Customers,Yes
479,1664,42,7,3476.3600000000006,3,3,3,333,Loyal Customers,Yes
480,1668,4,6,2901.97,4,3,3,433,Loyal Customers,Yes
481,1672,42,11,5905.78,3,4,4,344,Loyal Customers,Yes
482,1690,16,9,2570.54,4,4,2,442,Loyal Customers,Yes
483,1694,19,7,4611.39,3,3,4,334,Loyal Customers,Yes
484,1696,28,9,6524.77,3,4,4,344,Loyal Customers,Yes
485,1698,32,8,4965.679999999999,3,4,4,344,Loyal Customers,Yes
486,1702,14,6,2185.44,4,3,2,432,Loyal Customers,Yes
487,1711,41,7,2769.4500000000003,3,3,2,332,Loyal Customers,Yes
488,1713,6,7,3889.18,4,3,3,433,Loyal Customers,Yes
489,1714,38,6,3372.1299999999997,3,3,3,333,Loyal Customers,Yes
490,1721,0,7,3766.3500000000004,4,3,3,433,Loyal Customers,Yes
491,1728,45,6,3684.49,3,3,3,333,Loyal Customers,Yes
492,1731,43,11,3521.2899999999995,3,4,3,343,Loyal Customers,Yes
493,1758,2,7,1764.8500000000001,4,3,2,432,Loyal Customers,Yes
494,1759,18,6,2828.17,4,3,3,433,Loyal Customers,Yes
495,1760,12,6,3666.9399999999996,4,3,3,433,Loyal Customers,Yes
496,1762,21,11,5296.3099999999995,3,4,4,344,Loyal Customers,Yes
497,1763,9,7,3434.3799999999997,4,3,3,433,Loyal Customers,Yes
498,1776,34,6,2607.63,3,3,2,332,Loyal Customers,Yes
499,1785,34,6,2827.73,3,3,3,333,Loyal Customers,Yes
500,1787,0,6,4865.49,4,3,4,434,Loyal Customers,Yes
501,1788,29,9,4979.389999999999,3,4,4,344,Loyal Customers,Yes
502,1795,3,6,2882.84,4,3,3,433,Loyal Customers,Yes
503,1798,13,7,2934.7599999999998,4,3,3,433,Loyal Customers,Yes
504,1809,27,6,3918.1499999999996,3,3,3,333,Loyal Customers,Yes
505,1811,32,8,6493.8,3,4,4,344,Loyal Customers,Yes
506,1812,22,9,3980.04,3,4,3,343,Loyal Customers,Yes
507,1813,18,6,2137.45,4,3,2,432,Loyal Customers,Yes
508,1818,24,7,4516.550000000001,3,3,4,334,Loyal Customers,Yes
509,1820,35,9,4883.790000000001,3,4,4,344,Loyal Customers,Yes
510,1821,24,12,7335.89,3,4,4,344,Loyal Customers,Yes
511,1824,12,7,3263.7000000000003,4,3,3,433,Loyal Customers,Yes
512,1825,40,6,4977.7699999999995,3,3,4,334,Loyal Customers,Yes
513,1826,40,7,3405.78,3,3,3,333,Loyal Customers,Yes
514,1830,13,7,4578.9,4,3,4,434,Loyal Customers,Yes
515,1837,35,7,4515.25,3,3,4,334,Loyal Customers,Yes
516,1845,21,7,4572.889999999999,3,3,4,334,Loyal Customers,Yes
517,1848,42,6,4456.949999999999,3,3,4,334,Loyal Customers,Yes
518,1850,44,7,5159.72,3,3,4,334,Loyal Customers,Yes
519,1858,21,8,5387.47,3,4,4,344,Loyal Customers,Yes
520,1864,24,10,2925.4199999999996,3,4,3,343,Loyal Customers,Yes
521,1866,38,9,8834.599999999999,3,4,4,344,Loyal Customers,Yes
522,1868,26,6,7566.249999999998,3,3,4,334,Loyal Customers,Yes
523,1878,32,6,2755.93,3,3,2,332,Loyal Customers,Yes
524,1884,24,7,3349.9900000000002,3,3,3,333,Loyal Customers,Yes
525,1890,44,9,6710.76,3,4,4,344,Loyal Customers,Yes
526,1906,1,6,2957.8500000000004,4,3,3,433,Loyal Customers,Yes
527,1912,38,9,3286.01,3,4,3,343,Loyal Customers,Yes
528,1913,42,13,3254.5299999999997,3,4,3,343,Loyal Customers,Yes
529,1914,12,8,2248.17,4,4,2,442,Loyal Customers,Yes
530,1917,28,7,5107.25,3,3,4,334,Loyal Customers,Yes
531,1929,45,6,1912.36,3,3,2,332,Loyal Customers,Yes
532,1933,41,8,4271.389999999999,3,4,4,344,Loyal Customers,Yes
533,1937,34,6,4274.78,3,3,4,334,Loyal Customers,Yes
534,1947,35,9,3974.81,3,4,3,343,Loyal Customers,Yes
535,1949,29,7,3586.71,3,3,3,333,Loyal Customers,Yes
536,1953,10,7,3899.7800000000007,4,3,3,433,Loyal Customers,Yes
537,1957,19,10,5079.91,3,4,4,344,Loyal Customers,Yes
538,1969,17,6,2623.56,4,3,2,432,Loyal Customers,Yes
539,1986,44,6,2436.69,3,3,2,332,Loyal Customers,Yes
540,1994,2,6,3922.29,4,3,3,433,Loyal Customers,Yes
541,1996,13,7,2525.43,4,3,2,432,Loyal Customers,Yes
542,1999,3,7,2424.3399999999997,4,3,2,432,Loyal Customers,Yes
543,2005,5,6,4047.83,4,3,3,433,Loyal Customers,Yes
544,2008,29,6,2209.71,3,3,2,332,Loyal Customers,Yes
545,2009,5,7,2357.3500000000004,4,3,2,432,Loyal Customers,Yes
546,2018,35,7,2335.54,3,3,2,332,Loyal Customers,Yes
547,2020,43,7,4959.639999999999,3,3,4,334,Loyal Customers,Yes
548,2024,29,6,3558.4100000000003,3,3,3,333,Loyal Customers,Yes
549,2028,40,7,3648.33,3,3,3,333,Loyal Customers,Yes
550,2033,11,7,4458.72,4,3,4,434,Loyal Customers,Yes
551,2053,5,6,4941.179999999999,4,3,4,434,Loyal Customers,Yes
552,2057,16,6,5006.98,4,3,4,434,Loyal Customers,Yes
553,2067,30,8,3743.8,3,4,3,343,Loyal Customers,Yes
554,2076,19,8,5576.169999999999,3,4,4,344,Loyal Customers,Yes
555,2082,1,7,2903.17,4,3,3,433,Loyal Customers,Yes
556,2088,9,6,2927.1499999999996,4,3,3,433,Loyal Customers,Yes
557,2095,20,10,6194.3,3,4,4,344,Loyal Customers,Yes
558,2097,38,6,4647.42,3,3,4,334,Loyal Customers,Yes
559,2098,8,6,2293.67,4,3,2,432,Loyal Customers,Yes
560,2110,26,6,2299.87,3,3,2,332,Loyal Customers,Yes
561,2114,14,6,2997.5600000000004,4,3,3,433,Loyal Customers,Yes
562,2138,43,7,4736.45,3,3,4,334,Loyal Customers,Yes
563,2154,38,6,4268.17,3,3,4,334,Loyal Customers,Yes
564,2170,28,6,4828.540000000001,3,3,4,334,Loyal Customers,Yes
565,2179,36,7,3631.2699999999995,3,3,3,333,Loyal Customers,Yes
566,2184,37,11,7123.000000000001,3,4,4,344,Loyal Customers,Yes
567,2189,40,10,4914.08,3,4,4,344,Loyal Customers,Yes
568,2190,41,8,6260.3099999999995,3,4,4,344,Loyal Customers,Yes
569,2194,42,8,6198.41,3,4,4,344,Loyal Customers,Yes
570,2201,30,7,6291.68,3,3,4,334,Loyal Customers,Yes
571,2210,27,9,4888.709999999999,3,4,4,344,Loyal Customers,Yes
572,2212,41,6,2722.7200000000003,3,3,2,332,Loyal Customers,Yes
573,2217,22,7,3905.419999999999,3,3,3,333,Loyal Customers,Yes
574,2240,31,12,6128.300000000001,3,4,4,344,Loyal Customers,Yes
575,2247,29,7,4957.3,3,3,4,334,Loyal Customers,Yes
576,2251,15,7,2338.45,4,3,2,432,Loyal Customers,Yes
577,2260,17,6,5378.6,4,3,4,434,Loyal Customers,Yes
578,2266,29,10,4169.83,3,4,4,344,Loyal Customers,Yes
579,2268,35,8,4473.32,3,4,4,344,Loyal Customers,Yes
580,2279,35,8,4008.7599999999993,3,4,3,343,Loyal Customers,Yes
581,2282,14,6,3131.5100000000007,4,3,3,433,Loyal Customers,Yes
582,2284,34,7,4735.67,3,3,4,334,Loyal Customers,Yes
583,2285,39,7,1796.2899999999997,3,3,2,332,Loyal Customers,Yes
584,2288,29,6,4438.469999999999,3,3,4,334,Loyal Customers,Yes
585,2292,45,7,4768.849999999999,3,3,4,334,Loyal Customers,Yes
586,2313,44,6,2842.4700000000003,3,3,3,333,Loyal Customers,Yes
587,2318,16,7,3627.4799999999996,4,3,3,433,Loyal Customers,Yes
588,2331,19,7,3707.2399999999993,3,3,3,333,Loyal Customers,Yes
589,2338,23,7,3574.3100000000004,3,3,3,333,Loyal Customers,Yes
590,2339,25,7,2368.37,3,3,2,332,Loyal Customers,Yes
591,2360,27,6,4962.2,3,3,4,334,Loyal Customers,Yes
592,2367,25,6,4188.120000000001,3,3,4,334,Loyal Customers,Yes
593,2374,14,7,5300.04,4,3,4,434,Loyal Customers,Yes
594,2375,43,7,5641.470000000001,3,3,4,334,Loyal Customers,Yes
595,2380,42,6,4015.95,3,3,3,333,Loyal Customers,Yes
596,2381,29,7,2731.88,3,3,2,332,Loyal Customers,Yes
597,2383,21,9,5876.070000000001,3,4,4,344,Loyal Customers,Yes
598,2385,31,8,4797.129999999999,3,4,4,344,Loyal Customers,Yes
599,2386,12,7,5453.86,4,3,4,434,Loyal Customers,Yes
600,2399,38,6,2724.93,3,3,2,332,Loyal Customers,Yes
601,2400,19,8,5205.75,3,4,4,344,Loyal Customers,Yes
602,2410,36,6,3695.7299999999996,3,3,3,333,Loyal Customers,Yes
603,2412,17,6,3903.57,4,3,3,433,Loyal Customers,Yes
604,2418,2,7,5457.09,4,3,4,434,Loyal Customers,Yes
605,2438,27,7,3058.73,3,3,3,333,Loyal Customers,Yes
606,2439,18,6,2615.46,4,3,2,432,Loyal Customers,Yes
607,2443,12,6,3040.06,4,3,3,433,Loyal Customers,Yes
608,2448,6,6,2580.59,4,3,2,432,Loyal Customers,Yes
609,2454,29,10,6272.209999999999,3,4,4,344,Loyal Customers,Yes
610,2458,4,7,7756.789999999998,4,3,4,434,Loyal Customers,Yes
611,2468,21,9,6900.789999999999,3,4,4,344,Loyal Customers,Yes
612,2481,20,7,3836.24,3,3,3,333,Loyal Customers,Yes
613,2488,18,6,2774.4800000000005,4,3,2,432,Loyal Customers,Yes
614,2489,40,8,6854.85,3,4,4,344,Loyal Customers,Yes
615,2495,31,8,2232.7799999999997,3,4,2,342,Loyal Customers,Yes
616,2501,18,7,1813.87,4,3,2,432,Loyal Customers,Yes
617,2509,25,8,3812.53,3,4,3,343,Loyal Customers,Yes
618,2528,25,7,4870.349999999999,3,3,4,334,Loyal Customers,Yes
619,2531,5,7,3162.3700000000003,4,3,3,433,Loyal Customers,Yes
620,2534,45,7,1900.93,3,3,2,332,Loyal Customers,Yes
621,2535,14,6,3065.02,4,3,3,433,Loyal Customers,Yes
622,2536,7,6,4622.41,4,3,4,434,Loyal Customers,Yes
623,2542,43,7,6559.26,3,3,4,334,Loyal Customers,Yes
624,2544,32,6,3044.7999999999997,3,3,3,333,Loyal Customers,Yes
625,2552,35,6,4292.35,3,3,4,334,Loyal Customers,Yes
626,2559,12,6,2187.2,4,3,2,432,Loyal Customers,Yes
627,2565,29,9,7496.359999999999,3,4,4,344,Loyal Customers,Yes
628,2574,27,9,6049.59,3,4,4,344,Loyal Customers,Yes
629,2591,42,6,5839.219999999999,3,3,4,334,Loyal Customers,Yes
630,2592,37,8,6490.299999999999,3,4,4,344,Loyal Customers,Yes
631,2597,5,6,4017.66,4,3,3,433,Loyal Customers,Yes
632,2601,36,8,4582.12,3,4,4,344,Loyal Customers,Yes
633,2603,14,7,4657.99,4,3,4,434,Loyal Customers,Yes
634,2607,5,8,1943.5099999999998,4,4,2,442,Loyal Customers,Yes
635,2611,2,7,2609.86,4,3,2,432,Loyal Customers,Yes
636,2620,30,8,4919.549999999999,3,4,4,344,Loyal Customers,Yes
637,2621,9,7,3235.99,4,3,3,433,Loyal Customers,Yes
638,2622,16,7,3800.0299999999997,4,3,3,433,Loyal Customers,Yes
639,2627,33,6,4375.27,3,3,4,334,Loyal Customers,Yes
640,2650,25,6,2394.8200000000006,3,3,2,332,Loyal Customers,Yes
641,2651,15,7,6073.49,4,3,4,434,Loyal Customers,Yes
642,2672,15,8,2415.1600000000003,4,4,2,442,Loyal Customers,Yes
643,2676,5,6,2943.8799999999997,4,3,3,433,Loyal Customers,Yes
644,2682,38,8,3092.62,3,4,3,343,Loyal Customers,Yes
645,2684,38,9,6337.4,3,4,4,344,Loyal Customers,Yes
646,2686,24,11,6119.729999999999,3,4,4,344,Loyal Customers,Yes
647,2687,17,7,3107.24,4,3,3,433,Loyal Customers,Yes
648,2693,1,6,2772.3099999999995,4,3,2,432,Loyal Customers,Yes
649,2698,12,7,3987.6499999999996,4,3,3,433,Loyal Customers,Yes
650,2702,19,8,7613.2699999999995,3,4,4,344,Loyal Customers,Yes
651,2703,19,7,3679.59,3,3,3,333,Loyal Customers,Yes
652,2712,16,6,4116.13,4,3,4,434,Loyal Customers,Yes
653,2717,41,9,4465.46,3,4,4,344,Loyal Customers,Yes
654,2723,40,8,6591.0,3,4,4,344,Loyal Customers,Yes
655,2726,27,9,5184.97,3,4,4,344,Loyal Customers,Yes
656,2733,28,9,7827.409999999998,3,4,4,344,Loyal Customers,Yes
657,2740,26,8,4905.530000000001,3,4,4,344,Loyal Customers,Yes
658,2750,42,11,5964.050000000001,3,4,4,344,Loyal Customers,Yes
659,2755,28,11,4904.130000000001,3,4,4,344,Loyal Customers,Yes
660,2763,19,9,2910.2000000000003,3,4,3,343,Loyal Customers,Yes
661,2768,23,6,3420.58,3,3,3,333,Loyal Customers,Yes
662,2770,30,9,10028.800000000001,3,4,4,344,Loyal Customers,Yes
663,2775,12,6,1922.19,4,3,2,432,Loyal Customers,Yes
664,2785,45,6,3411.619999999999,3,3,3,333,Loyal Customers,Yes
665,2786,3,6,2718.29,4,3,2,432,Loyal Customers,Yes
666,2788,44,11,9061.470000000001,3,4,4,344,Loyal Customers,Yes
667,2791,14,6,5887.659999999999,4,3,4,434,Loyal Customers,Yes
668,2793,34,7,3730.3800000000006,3,3,3,333,Loyal Customers,Yes
669,2794,5,7,6417.0599999999995,4,3,4,434,Loyal Customers,Yes
670,2796,8,7,3816.43,4,3,3,433,Loyal Customers,Yes
671,2803,30,6,2743.41,3,3,2,332,Loyal Customers,Yes
672,2815,27,9,4895.82,3,4,4,344,Loyal Customers,Yes
673,2832,23,8,3531.5699999999997,3,4,3,343,Loyal Customers,Yes
674,2833,16,6,2638.92,4,3,2,432,Loyal Customers,Yes
675,2837,41,7,3171.3899999999994,3,3,3,333,Loyal Customers,Yes
676,2839,17,8,2693.04,4,4,2,442,Loyal Customers,Yes
677,2843,20,6,4117.49,3,3,4,334,Loyal Customers,Yes
678,2844,23,6,3710.169999999999,3,3,3,333,Loyal Customers,Yes
679,2847,44,7,4509.110000000001,3,3,4,334,Loyal Customers,Yes
680,2851,9,7,4041.1800000000003,4,3,3,433,Loyal Customers,Yes
681,2856,6,7,5583.330000000001,4,3,4,434,Loyal Customers,Yes
682,2865,0,7,5283.910000000001,4,3,4,434,Loyal Customers,Yes
683,2871,20,6,2345.94,3,3,2,332,Loyal Customers,Yes
684,2872,24,7,3109.93,3,3,3,333,Loyal Customers,Yes
685,2877,41,8,3642.02,3,4,3,343,Loyal Customers,Yes
686,2887,24,9,6202.900000000001,3,4,4,344,Loyal Customers,Yes
687,2888,29,6,5055.73,3,3,4,334,Loyal Customers,Yes
688,2899,30,6,2554.4900000000002,3,3,2,332,Loyal Customers,Yes
689,2901,38,7,5850.340000000001,3,3,4,334,Loyal Customers,Yes
690,2904,23,7,3163.3900000000003,3,3,3,333,Loyal Customers,Yes
691,2908,1,6,2066.4899999999993,4,3,2,432,Loyal Customers,Yes
692,2919,21,6,3489.3299999999995,3,3,3,333,Loyal Customers,Yes
693,2932,19,10,5823.71,3,4,4,344,Loyal Customers,Yes
694,2935,6,7,2017.1799999999998,4,3,2,432,Loyal Customers,Yes
695,2937,7,7,6294.38,4,3,4,434,Loyal Customers,Yes
696,2946,31,10,3823.38,3,4,3,343,Loyal Customers,Yes
697,2955,19,8,4306.13,3,4,4,344,Loyal Customers,Yes
698,2958,4,6,1850.99,4,3,2,432,Loyal Customers,Yes
699,2961,2,6,6234.869999999999,4,3,4,434,Loyal Customers,Yes
700,2980,15,6,2573.0400000000004,4,3,2,432,Loyal Customers,Yes
701,2985,38,10,6308.159999999999,3,4,4,344,Loyal Customers,Yes
702,2986,28,8,4271.800000000001,3,4,4,344,Loyal Customers,Yes
703,2990,14,7,2584.6900000000005,4,3,2,432,Loyal Customers,Yes
704,2993,9,7,4095.6299999999997,4,3,4,434,Loyal Customers,Yes
705,2997,31,6,2035.0200000000002,3,3,2,332,Loyal Customers,Yes
706,3002,44,6,1784.3200000000002,3,3,2,332,Loyal Customers,Yes
707,3007,3,7,4500.3,4,3,4,434,Loyal Customers,Yes
708,3008,5,6,3216.01,4,3,3,433,Loyal Customers,Yes
709,3020,22,11,2638.1,3,4,2,342,Loyal Customers,Yes
710,3030,24,7,2713.3799999999997,3,3,2,332,Loyal Customers,Yes
711,3032,40,7,6183.309999999999,3,3,4,334,Loyal Customers,Yes
712,3060,29,11,5684.7300000000005,3,4,4,344,Loyal Customers,Yes
713,3067,39,6,3575.9,3,3,3,333,Loyal Customers,Yes
714,3074,10,7,4781.580000000001,4,3,4,434,Loyal Customers,Yes
715,3077,16,7,3672.1499999999996,4,3,3,433,Loyal Customers,Yes
716,3084,15,6,3082.9000000000005,4,3,3,433,Loyal Customers,Yes
717,3088,3,7,2487.23,4,3,2,432,Loyal Customers,Yes
718,3105,10,6,4916.08,4,3,4,434,Loyal Customers,Yes
719,3117,25,9,8531.16,3,4,4,344,Loyal Customers,Yes
720,3120,20,7,4179.11,3,3,4,334,Loyal Customers,Yes
721,3126,40,7,4780.789999999999,3,3,4,334,Loyal Customers,Yes
722,3131,17,8,2725.76,4,4,2,442,Loyal Customers,Yes
723,3133,11,6,2323.16,4,3,2,432,Loyal Customers,Yes
724,3143,20,11,3361.84,3,4,3,343,Loyal Customers,Yes
725,3152,11,6,2168.41,4,3,2,432,Loyal Customers,Yes
726,3154,14,7,2243.1000000000004,4,3,2,432,Loyal Customers,Yes
727,3158,16,6,2532.4,4,3,2,432,Loyal Customers,Yes
728,3169,0,7,4539.950000000001,4,3,4,434,Loyal Customers,Yes
729,3170,44,6,4344.71,3,3,4,334,Loyal Customers,Yes
730,3173,45,6,4681.85,3,3,4,334,Loyal Customers,Yes
731,3174,24,6,2346.62,3,3,2,332,Loyal Customers,Yes
732,3181,9,6,5001.0,4,3,4,434,Loyal Customers,Yes
733,3183,11,8,2059.05,4,4,2,442,Loyal Customers,Yes
734,3185,18,7,1939.76,4,3,2,432,Loyal Customers,Yes
735,3193,10,6,2362.31,4,3,2,432,Loyal Customers,Yes
736,3201,21,7,5655.870000000001,3,3,4,334,Loyal Customers,Yes
737,3204,34,8,3417.4599999999996,3,4,3,343,Loyal Customers,Yes
738,3219,27,8,2096.27,3,4,2,342,Loyal Customers,Yes
739,3220,40,8,4304.219999999999,3,4,4,344,Loyal Customers,Yes
740,3225,8,7,4805.02,4,3,4,434,Loyal Customers,Yes
741,3227,3,6,3386.57,4,3,3,433,Loyal Customers,Yes
742,3228,40,7,5814.450000000001,3,3,4,334,Loyal Customers,Yes
743,3239,2,6,1768.67,4,3,2,432,Loyal Customers,Yes
744,3241,7,6,3695.15,4,3,3,433,Loyal Customers,Yes
745,3247,44,8,3802.5499999999997,3,4,3,343,Loyal Customers,Yes
746,3249,33,7,6210.72,3,3,4,334,Loyal Customers,Yes
747,3261,38,6,4363.99,3,3,4,334,Loyal Customers,Yes
748,3264,23,8,4240.240000000001,3,4,4,344,Loyal Customers,Yes
749,3283,44,6,4368.410000000001,3,3,4,334,Loyal Customers,Yes
750,3295,19,8,5246.610000000001,3,4,4,344,Loyal Customers,Yes
751,3300,15,6,3936.4400000000005,4,3,3,433,Loyal Customers,Yes
752,3315,1,7,4892.17,4,3,4,434,Loyal Customers,Yes
753,3319,22,7,2464.61,3,3,2,332,Loyal Customers,Yes
754,3324,31,7,2986.959999999999,3,3,3,333,Loyal Customers,Yes
755,3326,29,13,10422.039999999999,3,4,4,344,Loyal Customers,Yes
756,3330,22,8,3445.49,3,4,3,343,Loyal Customers,Yes
757,3332,5,6,2799.26,4,3,3,433,Loyal Customers,Yes
758,3335,3,6,2679.5799999999995,4,3,2,432,Loyal Customers,Yes
759,3350,38,6,5796.159999999999,3,3,4,334,Loyal Customers,Yes
760,3352,37,6,2788.69,3,3,3,333,Loyal Customers,Yes
761,3358,37,6,4447.21,3,3,4,334,Loyal Customers,Yes
762,3361,44,6,4752.699999999999,3,3,4,334,Loyal Customers,Yes
763,3363,4,6,1800.7200000000003,4,3,2,432,Loyal Customers,Yes
764,3371,41,9,4677.6900000000005,3,4,4,344,Loyal Customers,Yes
765,3372,31,6,2684.47,3,3,2,332,Loyal Customers,Yes
766,3379,20,6,5599.079999999999,3,3,4,334,Loyal Customers,Yes
767,3395,9,7,2586.85,4,3,2,432,Loyal Customers,Yes
768,3407,18,7,3471.0700000000006,4,3,3,433,Loyal Customers,Yes
769,3421,28,9,4255.89,3,4,4,344,Loyal Customers,Yes
770,3425,18,6,3350.1400000000003,4,3,3,433,Loyal Customers,Yes
771,3426,45,6,3713.5199999999995,3,3,3,333,Loyal Customers,Yes
772,3431,28,10,6022.120000000001,3,4,4,344,Loyal Customers,Yes
773,3436,22,7,3302.8199999999997,3,3,3,333,Loyal Customers,Yes
774,3445,14,6,3864.46,4,3,3,433,Loyal Customers,Yes
775,3467,5,6,5135.0,4,3,4,434,Loyal Customers,Yes
776,3472,5,6,2779.5800000000004,4,3,3,433,Loyal Customers,Yes
777,3478,29,6,4297.849999999999,3,3,4,334,Loyal Customers,Yes
778,3479,31,6,2265.96,3,3,2,332,Loyal Customers,Yes
779,3482,27,8,5549.59,3,4,4,344,Loyal Customers,Yes
780,3495,13,7,3847.65,4,3,3,433,Loyal Customers,Yes
781,6,64,5,3946.55,2,2,3,223,Big Spenders,Yes
782,11,46,5,3091.5600000000004,2,2,3,223,Big Spenders,Yes
783,12,67,7,3540.0299999999997,2,3,3,233,Big Spenders,Yes
784,20,31,4,3608.2799999999997,3,1,3,313,Big Spenders,Yes
785,21,6,5,4229.41,4,2,4,424,Big Spenders,Yes
786,28,83,6,3366.56,2,3,3,233,Big Spenders,Yes
787,40,14,5,3272.7000000000003,4,2,3,423,Big Spenders,Yes
788,53,7,5,2950.07,4,2,3,423,Big Spenders,Yes
789,54,67,7,4098.210000000001,2,3,4,234,Big Spenders,Yes
790,61,47,6,4254.240000000001,2,3,4,234,Big Spenders,Yes
791,66,43,4,3333.8599999999997,3,1,3,313,Big Spenders,Yes
792,81,4,4,3249.02,4,1,3,413,Big Spenders,Yes
793,82,78,5,2924.37,2,2,3,223,Big Spenders,Yes
794,92,34,3,2967.4399999999996,3,1,3,313,Big Spenders,Yes
795,93,79,3,2976.4099999999994,2,1,3,213,Big Spenders,Yes
796,95,38,4,3050.8099999999995,3,1,3,313,Big Spenders,Yes
797,104,64,7,3112.8000000000006,2,3,3,233,Big Spenders,Yes
798,112,47,6,5742.19,2,3,4,234,Big Spenders,Yes
